title,cast,genres,combined
money train,Wesley Snipes Woody Harrelson Jennifer Lopez Robert Blake Chris Cooper,Action Comedy Crime,Action Comedy Crime Wesley Snipes Woody Harrelson Jennifer Lopez Robert Blake Chris Cooper
powder,Mary Steenburgen Sean Patrick Flanery Lance Henriksen Jeff Goldblum Brandon Smith,Drama Fantasy Science Fiction Thriller,Drama Fantasy Science Fiction Thriller Mary Steenburgen Sean Patrick Flanery Lance Henriksen Jeff Goldblum Brandon Smith
rob roy,Liam Neeson Jessica Lange John Hurt Tim Roth Eric Stoltz,Adventure,Adventure Liam Neeson Jessica Lange John Hurt Tim Roth Eric Stoltz
"to wong foo, thanks for everything! julie newmar",Patrick Swayze Wesley Snipes John Leguizamo Stockard Channing Jason London,Comedy,Comedy Patrick Swayze Wesley Snipes John Leguizamo Stockard Channing Jason London
hackers,Jonny Lee Miller Angelina Jolie Jesse Bradford Matthew Lillard Renoly Santiago,Action Crime Thriller Drama,Action Crime Thriller Drama Jonny Lee Miller Angelina Jolie Jesse Bradford Matthew Lillard Renoly Santiago
grumpier old men,Walter Matthau Jack Lemmon Ann-Margret Sophia Loren Daryl Hannah,Romance Comedy,Romance Comedy Walter Matthau Jack Lemmon Ann-Margret Sophia Loren Daryl Hannah
nixon,Anthony Hopkins Joan Allen Powers Boothe Ed Harris Bob Hoskins,History Drama,History Drama Anthony Hopkins Joan Allen Powers Boothe Ed Harris Bob Hoskins
major payne,Damon Wayans Orlando Brown Michael Ironside Joseph Blaire Peyton Chesson-Fohl,Comedy Family,Comedy Family Damon Wayans Orlando Brown Michael Ironside Joseph Blaire Peyton Chesson-Fohl
first knight,Sean Connery Richard Gere Julia Ormond Ben Cross Liam Cunningham,Action Adventure Drama Romance,Action Adventure Drama Romance Sean Connery Richard Gere Julia Ormond Ben Cross Liam Cunningham
boys on the side,Whoopi Goldberg Mary-Louise Parker Drew Barrymore Matthew McConaughey James Remar,Comedy Drama,Comedy Drama Whoopi Goldberg Mary-Louise Parker Drew Barrymore Matthew McConaughey James Remar
halloween: the curse of michael myers,Donald Pleasence Paul Rudd Marianne Hagan Mitchell Ryan Kim Darby,Horror Thriller,Horror Thriller Donald Pleasence Paul Rudd Marianne Hagan Mitchell Ryan Kim Darby
fair game,William Baldwin Cindy Crawford Steven Berkoff Christopher McDonald Miguel Sandoval,Action Thriller Romance,Action Thriller Romance William Baldwin Cindy Crawford Steven Berkoff Christopher McDonald Miguel Sandoval
the langoliers,Patricia Wettig Dean Stockwell David Morse Mark Lindsay Chapman Frankie Faison,Drama Horror Science Fiction Mystery Thriller,Drama Horror Science Fiction Mystery Thriller Patricia Wettig Dean Stockwell David Morse Mark Lindsay Chapman Frankie Faison
dead presidents,Larenz Tate Keith David Chris Tucker Freddy RodrÃ­guez Rose Jackson,Action Crime Drama History,Action Crime Drama History Larenz Tate Keith David Chris Tucker Freddy RodrÃ­guez Rose Jackson
mallrats,Jason Lee Jeremy London Shannen Doherty Claire Forlani Ben Affleck,Romance Comedy,Romance Comedy Jason Lee Jeremy London Shannen Doherty Claire Forlani Ben Affleck
i.d.,Reece Dinsdale Richard Graham Perry Fenwick Philip Glenister Warren Clarke,Crime Drama,Crime Drama Reece Dinsdale Richard Graham Perry Fenwick Philip Glenister Warren Clarke
the american president,Michael Douglas Annette Bening Michael J. Fox Martin Sheen Anna Deavere Smith,Comedy Drama Romance,Comedy Drama Romance Michael Douglas Annette Bening Michael J. Fox Martin Sheen Anna Deavere Smith
a little princess,Liesel Matthews Eleanor Bron Liam Cunningham Rusty Schwimmer Vanessa Lee Chester,Drama Family Fantasy,Drama Family Fantasy Liesel Matthews Eleanor Bron Liam Cunningham Rusty Schwimmer Vanessa Lee Chester
canadian bacon,John Candy Alan Alda Rhea Perlman Kevin Pollak Rip Torn,Action Comedy,Action Comedy John Candy Alan Alda Rhea Perlman Kevin Pollak Rip Torn
sabrina,Harrison Ford Julia Ormond Greg Kinnear Angie Dickinson Nancy Marchand,Comedy Romance,Comedy Romance Harrison Ford Julia Ormond Greg Kinnear Angie Dickinson Nancy Marchand
strange days,Ralph Fiennes Angela Bassett Tom Sizemore Juliette Lewis Vincent D'Onofrio,Crime Drama Science Fiction Thriller,Crime Drama Science Fiction Thriller Ralph Fiennes Angela Bassett Tom Sizemore Juliette Lewis Vincent D'Onofrio
living in oblivion,Steve Buscemi Catherine Keener Dermot Mulroney James Le Gros Peter Dinklage,Drama Comedy,Drama Comedy Steve Buscemi Catherine Keener Dermot Mulroney James Le Gros Peter Dinklage
just cause,Sean Connery Laurence Fishburne Blair Underwood Kate Capshaw Ruby Dee,Action Drama Mystery Thriller,Action Drama Mystery Thriller Sean Connery Laurence Fishburne Blair Underwood Kate Capshaw Ruby Dee
fluke,Samuel L. Jackson Matthew Modine Nancy Travis Eric Stoltz Max Pomeranc,Fantasy Drama Family,Fantasy Drama Family Samuel L. Jackson Matthew Modine Nancy Travis Eric Stoltz Max Pomeranc
nick of time,Johnny Depp Courtney Chase Charles S. Dutton Christopher Walken Roma Maffia,Crime Drama Thriller,Crime Drama Thriller Johnny Depp Courtney Chase Charles S. Dutton Christopher Walken Roma Maffia
nine months,Hugh Grant Julianne Moore Tom Arnold Joan Cusack Jeff Goldblum,Comedy,Comedy Hugh Grant Julianne Moore Tom Arnold Joan Cusack Jeff Goldblum
smoke,Harvey Keitel William Hurt Giancarlo Esposito JosÃ© ZÃºÃ±iga Stephen Gevedon,Comedy Drama,Comedy Drama Harvey Keitel William Hurt Giancarlo Esposito JosÃ© ZÃºÃ±iga Stephen Gevedon
tommy boy,Chris Farley David Spade Brian Dennehy Bo Derek Julie Warner,Comedy,Comedy Chris Farley David Spade Brian Dennehy Bo Derek Julie Warner
othello,Laurence Fishburne IrÃ¨ne Jacob Kenneth Branagh Nathaniel Parker Indra OvÃ©,Drama,Drama Laurence Fishburne IrÃ¨ne Jacob Kenneth Branagh Nathaniel Parker Indra OvÃ©
total eclipse,Leonardo DiCaprio David Thewlis Romane Bohringer Dominique Blanc Nita Klein,Drama Romance,Drama Romance Leonardo DiCaprio David Thewlis Romane Bohringer Dominique Blanc Nita Klein
bushwhacked,Daniel Stern Jon Polito Brad Sullivan Ann Dowd Anthony Heald,Adventure Action Comedy Crime Family,Adventure Action Comedy Crime Family Daniel Stern Jon Polito Brad Sullivan Ann Dowd Anthony Heald
heavyweights,Ben Stiller Aaron Schwartz Kenan Thompson Jerry Stiller Anne Meara,Comedy Family Drama,Comedy Family Drama Ben Stiller Aaron Schwartz Kenan Thompson Jerry Stiller Anne Meara
screamers,Peter Weller Roy Dupuis Jennifer Rubin Andrew Lauer Liliana Komorowska,Horror Science Fiction,Horror Science Fiction Peter Weller Roy Dupuis Jennifer Rubin Andrew Lauer Liliana Komorowska
senior trip,Matt Frewer Valerie Mahaffey Lawrence Dane Tommy Chong Jeremy Renner,Comedy,Comedy Matt Frewer Valerie Mahaffey Lawrence Dane Tommy Chong Jeremy Renner
something to talk about,Julia Roberts Dennis Quaid Robert Duvall Gena Rowlands Kyra Sedgwick,Comedy,Comedy Julia Roberts Dennis Quaid Robert Duvall Gena Rowlands Kyra Sedgwick
the brady bunch movie,Shelley Long Gary Cole Christine Taylor Christopher Daniel Barnes Jennifer Elise Cox,Comedy,Comedy Shelley Long Gary Cole Christine Taylor Christopher Daniel Barnes Jennifer Elise Cox
kids,Leo Fitzpatrick Rosario Dawson ChloÃ« Sevigny Justin Pierce Sajan Bhagat,Drama Crime,Drama Crime Leo Fitzpatrick Rosario Dawson ChloÃ« Sevigny Justin Pierce Sajan Bhagat
losing isaiah,Jessica Lange Halle Berry David Strathairn Samuel L. Jackson Cuba Gooding Jr.,Drama,Drama Jessica Lange Halle Berry David Strathairn Samuel L. Jackson Cuba Gooding Jr.
free willy 2 - the adventure home,Jason James Richter Michael Madsen Jayne Atkinson August Schellenberg Mary Kate Schellhardt,Adventure Drama Family,Adventure Drama Family Jason James Richter Michael Madsen Jayne Atkinson August Schellenberg Mary Kate Schellhardt
a kid in king arthur's court,Thomas Ian Nicholas Joss Ackland Art Malik Daniel Craig Kate Winslet,Adventure Fantasy Comedy Science Fiction Family,Adventure Fantasy Comedy Science Fiction Family Thomas Ian Nicholas Joss Ackland Art Malik Daniel Craig Kate Winslet
empire records,Anthony LaPaglia Debi Mazar Maxwell Caulfield Liv Tyler Robin Tunney,Comedy Drama,Comedy Drama Anthony LaPaglia Debi Mazar Maxwell Caulfield Liv Tyler Robin Tunney
the englishman who went up a hill but came down a mountain,Hugh Grant Tara Fitzgerald Colm Meaney Ian McNeice Ian Hart,Drama Comedy Romance,Drama Comedy Romance Hugh Grant Tara Fitzgerald Colm Meaney Ian McNeice Ian Hart
jade,David Caruso Linda Fiorentino Chazz Palminteri Michael Biehn Richard Crenna,Action Thriller Mystery Romance,Action Thriller Mystery Romance David Caruso Linda Fiorentino Chazz Palminteri Michael Biehn Richard Crenna
murder in the first,Christian Slater Kevin Bacon Gary Oldman Embeth Davidtz William H. Macy,Crime Drama,Crime Drama Christian Slater Kevin Bacon Gary Oldman Embeth Davidtz William H. Macy
crying freeman,Mark Dacascos Julie Condra Rae Dawn Chong Byron Mann Masaya Kato,Action Crime,Action Crime Mark Dacascos Julie Condra Rae Dawn Chong Byron Mann Masaya Kato
pride and prejudice,Colin Firth Julia Sawalha Jennifer Ehle Alison Steadman Crispin Bonham-Carter,Romance Drama,Romance Drama Colin Firth Julia Sawalha Jennifer Ehle Alison Steadman Crispin Bonham-Carter
the cure,Brad Renfro Aeryk Egan Nicky Katt Diana Scarwid Annabella Sciorra,Drama Family,Drama Family Brad Renfro Aeryk Egan Nicky Katt Diana Scarwid Annabella Sciorra
tales from the crypt: demon knight,Billy Zane William Sadler Jada Pinkett Smith Brenda Bakke CCH Pounder,Horror Comedy Thriller,Horror Comedy Thriller Billy Zane William Sadler Jada Pinkett Smith Brenda Bakke CCH Pounder
richard iii,Ian McKellen Annette Bening Jim Broadbent Kristin Scott Thomas Adrian Dunbar,Drama War,Drama War Ian McKellen Annette Bening Jim Broadbent Kristin Scott Thomas Adrian Dunbar
village of the damned,Christopher Reeve Kirstie Alley Linda Kozlowski Michael ParÃ© Meredith Salenger,Thriller Horror Science Fiction,Thriller Horror Science Fiction Christopher Reeve Kirstie Alley Linda Kozlowski Michael ParÃ© Meredith Salenger
vampire in brooklyn,Eddie Murphy Angela Bassett Allen Payne Kadeem Hardison John Witherspoon,Comedy Horror Romance,Comedy Horror Romance Eddie Murphy Angela Bassett Allen Payne Kadeem Hardison John Witherspoon
sudden death,Jean-Claude Van Damme Powers Boothe Dorian Harewood Raymond J. Barry Ross Malinger,Action Adventure Thriller,Action Adventure Thriller Jean-Claude Van Damme Powers Boothe Dorian Harewood Raymond J. Barry Ross Malinger
castle freak,Jeffrey Combs Barbara Crampton Jonathan Fuller Jessica Dollarhide Massimo Sarchielli,Thriller Drama Horror Mystery,Thriller Drama Horror Mystery Jeffrey Combs Barbara Crampton Jonathan Fuller Jessica Dollarhide Massimo Sarchielli
things to do in denver when you're dead,Andy GarcÃ­a Christopher Lloyd William Forsythe Bill Nunn Treat Williams,Drama Crime,Drama Crime Andy GarcÃ­a Christopher Lloyd William Forsythe Bill Nunn Treat Williams
lord of illusions,Scott Bakula Kevin J. O'Connor Famke Janssen Joel Swetow Daniel von Bargen,Mystery Horror Thriller,Mystery Horror Thriller Scott Bakula Kevin J. O'Connor Famke Janssen Joel Swetow Daniel von Bargen
candyman: farewell to the flesh,Tony Todd Kelly Rowan William O'Leary Bill Nunn David Gianopoulos,Horror,Horror Tony Todd Kelly Rowan William O'Leary Bill Nunn David Gianopoulos
kiss of death,David Caruso Samuel L. Jackson Nicolas Cage Helen Hunt Kathryn Erbe,Action Crime Drama Thriller,Action Crime Drama Thriller David Caruso Samuel L. Jackson Nicolas Cage Helen Hunt Kathryn Erbe
circle of friends,Chris O'Donnell Minnie Driver Geraldine O'Rawe Saffron Burrows Alan Cumming,Drama Family Romance,Drama Family Romance Chris O'Donnell Minnie Driver Geraldine O'Rawe Saffron Burrows Alan Cumming
mad love,Chris O'Donnell Drew Barrymore Matthew Lillard Richard Chaim Robert Nadir,Drama Family Romance,Drama Family Romance Chris O'Donnell Drew Barrymore Matthew Lillard Richard Chaim Robert Nadir
children of the corn iii: urban harvest,Daniel Cerny Ron Melendez Jim Metzler Nancy Lee Grahn Jon Clair,Thriller Horror,Thriller Horror Daniel Cerny Ron Melendez Jim Metzler Nancy Lee Grahn Jon Clair
congo,Laura Linney Dylan Walsh Ernie Hudson Tim Curry Grant Heslov,Action Adventure Drama Mystery Science Fiction,Action Adventure Drama Mystery Science Fiction Laura Linney Dylan Walsh Ernie Hudson Tim Curry Grant Heslov
the mangler,Robert Englund Ted Levine Jeremy Crutchley Daniel Matmor,Drama Horror Science Fiction,Drama Horror Science Fiction Robert Englund Ted Levine Jeremy Crutchley Daniel Matmor
safe,Julianne Moore Xander Berkeley Dean Norris Peter Friedman Kate McGregor-Stewart,Drama,Drama Julianne Moore Xander Berkeley Dean Norris Peter Friedman Kate McGregor-Stewart
les trois frã¨res,Pascal LÃ©gitimus Didier Bourdon Bernard Campan Antoine du Merle Anne Jacquemin,Comedy,Comedy Pascal LÃ©gitimus Didier Bourdon Bernard Campan Antoine du Merle Anne Jacquemin
welcome to the dollhouse,Heather Matarazzo Victoria Davis Christina Brucato Christina Vidal Siri Howard,Comedy Drama,Comedy Drama Heather Matarazzo Victoria Davis Christina Brucato Christina Vidal Siri Howard
home for the holidays,Holly Hunter Robert Downey Jr. Anne Bancroft Charles Durning Claire Danes,Comedy Drama Romance,Comedy Drama Romance Holly Hunter Robert Downey Jr. Anne Bancroft Charles Durning Claire Danes
the tuskegee airmen,Laurence Fishburne Allen Payne Malcolm-Jamal Warner Courtney B. Vance Andre Braugher,TV Movie Drama History War,TV Movie Drama History War Laurence Fishburne Allen Payne Malcolm-Jamal Warner Courtney B. Vance Andre Braugher
the babysitter,Alicia Silverstone Jeremy London J. T. Walsh Nicky Katt Lee Garlington,Drama Thriller,Drama Thriller Alicia Silverstone Jeremy London J. T. Walsh Nicky Katt Lee Garlington
kicking and screaming,Josh Hamilton Olivia d'Abo Carlos Jacott Eric Stoltz Chris Eigeman,Comedy Drama Romance,Comedy Drama Romance Josh Hamilton Olivia d'Abo Carlos Jacott Eric Stoltz Chris Eigeman
the big green,Steve Guttenberg Olivia d'Abo Jay O. Sanders John Terry Bug Hall,Action Adventure Comedy Family,Action Adventure Comedy Family Steve Guttenberg Olivia d'Abo Jay O. Sanders John Terry Bug Hall
the scarlet letter,Demi Moore Gary Oldman Robert Duvall Robert Prosky Edward Hardwicke,Drama History Romance,Drama History Romance Demi Moore Gary Oldman Robert Duvall Robert Prosky Edward Hardwicke
devil in a blue dress,Denzel Washington Tom Sizemore Jennifer Beals Don Cheadle Maury Chaykin,Drama Mystery Thriller,Drama Mystery Thriller Denzel Washington Tom Sizemore Jennifer Beals Don Cheadle Maury Chaykin
embrace of the vampire,Alyssa Milano Martin Kemp Harold Pruett Jordan Ladd Rachel True,Horror Thriller,Horror Thriller Alyssa Milano Martin Kemp Harold Pruett Jordan Ladd Rachel True
operation dumbo drop,Danny Glover Ray Liotta Denis Leary Doug E. Doug Corin Nemec,Action Adventure Comedy Family,Action Adventure Comedy Family Danny Glover Ray Liotta Denis Leary Doug E. Doug Corin Nemec
the crossing guard,Jack Nicholson David Morse Anjelica Huston Robin Wright Piper Laurie,Drama Thriller,Drama Thriller Jack Nicholson David Morse Anjelica Huston Robin Wright Piper Laurie
tom and huck,Jonathan Taylor Thomas Brad Renfro Rachael Leigh Cook Michael McShane Amy Wright,Action Adventure Drama Family,Action Adventure Drama Family Jonathan Taylor Thomas Brad Renfro Rachael Leigh Cook Michael McShane Amy Wright
the last supper,Cameron Diaz Ron Eldard Courtney B. Vance Bill Paxton Ron Perlman,Comedy Thriller Crime Drama,Comedy Thriller Crime Drama Cameron Diaz Ron Eldard Courtney B. Vance Bill Paxton Ron Perlman
3 ninjas knuckle up,Victor Wong Charles Napier Michael Treanor Max Elliott Slade Chad Power,Adventure Action Comedy Family,Adventure Action Comedy Family Victor Wong Charles Napier Michael Treanor Max Elliott Slade Chad Power
the addiction,Lili Taylor Christopher Walken Annabella Sciorra Edie Falco Michael Imperioli,Drama Horror,Drama Horror Lili Taylor Christopher Walken Annabella Sciorra Edie Falco Michael Imperioli
now and then,Christina Ricci Rosie O'Donnell Thora Birch Melanie Griffith Gaby Hoffmann,Comedy Drama Family,Comedy Drama Family Christina Ricci Rosie O'Donnell Thora Birch Melanie Griffith Gaby Hoffmann
citizen x,Stephen Rea Donald Sutherland Max von Sydow Jeffrey DeMunn Joss Ackland,History Crime Drama,History Crime Drama Stephen Rea Donald Sutherland Max von Sydow Jeffrey DeMunn Joss Ackland
jury duty,Pauly Shore Tia Carrere Stanley Tucci Brian Doyle-Murray Abe Vigoda,Action Comedy Drama Thriller,Action Comedy Drama Thriller Pauly Shore Tia Carrere Stanley Tucci Brian Doyle-Murray Abe Vigoda
problem child 3,William Katt Justin Chapman Sherman Howard Carolyn Lowery Gilbert Gottfried,Comedy Fantasy,Comedy Fantasy William Katt Justin Chapman Sherman Howard Carolyn Lowery Gilbert Gottfried
mr. holland's opus,Richard Dreyfuss Glenne Headly Jay Thomas Olympia Dukakis William H. Macy,Drama Family,Drama Family Richard Dreyfuss Glenne Headly Jay Thomas Olympia Dukakis William H. Macy
restoration,Robert Downey Jr. Meg Ryan Sam Neill David Thewlis Hugh Grant,Drama Romance,Drama Romance Robert Downey Jr. Meg Ryan Sam Neill David Thewlis Hugh Grant
far from home: the adventures of yellow dog,Mimi Rogers Jesse Bradford Bruce Davison Tom Bower Joel Palmer,Action Adventure Drama Family,Action Adventure Drama Family Mimi Rogers Jesse Bradford Bruce Davison Tom Bower Joel Palmer
the amazing panda adventure,Stephen Lang Ryan Slater Yi Ding Brian Wagner Isabella Hofmann,Action Adventure Drama Family,Action Adventure Drama Family Stephen Lang Ryan Slater Yi Ding Brian Wagner Isabella Hofmann
the indian in the cupboard,Hal Scardino Litefoot Lindsay Crouse Richard Jenkins Rishi Bhat,Adventure Family Fantasy,Adventure Family Fantasy Hal Scardino Litefoot Lindsay Crouse Richard Jenkins Rishi Bhat
dangerous minds,Michelle Pfeiffer George Dzundza Courtney B. Vance Robin Bartlett John Neville,Drama Crime,Drama Crime Michelle Pfeiffer George Dzundza Courtney B. Vance Robin Bartlett John Neville
persuasion,Amanda Root CiarÃ¡n Hinds Susan Fleetwood Fiona Shaw John Woodvine,Drama Romance,Drama Romance Amanda Root CiarÃ¡n Hinds Susan Fleetwood Fiona Shaw John Woodvine
land and freedom,Ian Hart Rosana Pastor FrÃ©dÃ©ric Pierrot IcÃ­ar BollaÃ­n Tom Gilroy,Drama History War Romance,Drama History War Romance Ian Hart Rosana Pastor FrÃ©dÃ©ric Pierrot IcÃ­ar BollaÃ­n Tom Gilroy
